GeneID;Citrus;Human;Bee;Global_Status
lcl|SDAQ01000014.1_cds_KAI3555955.1_3663;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555956.1_3664;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555957.1_3665;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555958.1_3666;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555959.1_3667;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555960.1_3668;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000014.1_cds_KAI3555961.1_3669;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555962.1_3670;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555963.1_3671;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3555964.1_3672;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3555965.1_3673;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555966.1_3674;SAFE;RISK;RISK;REJECTED
lcl|SDAQ01000014.1_cds_KAI3555967.1_3675;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555968.1_3676;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555969.1_3677;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555970.1_3678;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555971.1_3679;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555972.1_3680;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555973.1_3681;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3555974.1_3682;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555975.1_3683;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555976.1_3684;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555977.1_3685;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555978.1_3686;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555979.1_3687;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555980.1_3688;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555981.1_3689;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555982.1_3690;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555983.1_3691;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555984.1_3692;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000014.1_cds_KAI3555985.1_3693;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555986.1_3694;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3555987.1_3695;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555988.1_3696;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555989.1_3697;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555990.1_3698;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555991.1_3699;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555992.1_3700;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555993.1_3701;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555994.1_3702;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555995.1_3703;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555996.1_3704;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555997.1_3705;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555998.1_3706;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3555999.1_3707;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556000.1_3708;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556001.1_3709;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556002.1_3710;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556003.1_3711;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556004.1_3712;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556005.1_3713;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556006.1_3714;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556007.1_3715;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556008.1_3716;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556009.1_3717;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556010.1_3718;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556011.1_3719;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556012.1_3720;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556013.1_3721;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556014.1_3722;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556015.1_3723;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556016.1_3724;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556017.1_3725;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556018.1_3726;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556019.1_3727;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556020.1_3728;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556021.1_3729;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556022.1_3730;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556023.1_3731;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556024.1_3732;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556025.1_3733;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556026.1_3734;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556027.1_3735;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556028.1_3736;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556029.1_3737;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556030.1_3738;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556031.1_3739;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556032.1_3740;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556033.1_3741;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556034.1_3742;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556035.1_3743;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556036.1_3744;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556037.1_3745;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556038.1_3746;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556039.1_3747;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556040.1_3748;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556041.1_3749;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556042.1_3750;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556043.1_3751;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556044.1_3752;RISK;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556045.1_3753;RISK;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556046.1_3754;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556047.1_3755;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556048.1_3756;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556049.1_3757;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556050.1_3758;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556051.1_3759;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556052.1_3760;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556053.1_3761;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556054.1_3762;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556055.1_3763;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556056.1_3764;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556057.1_3765;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556058.1_3766;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556059.1_3767;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556060.1_3768;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556061.1_3769;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556062.1_3770;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556063.1_3771;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556064.1_3772;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556065.1_3773;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556066.1_3774;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556067.1_3775;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556068.1_3776;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556069.1_3777;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556070.1_3778;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556071.1_3779;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556072.1_3780;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556073.1_3781;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556074.1_3782;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556075.1_3783;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556076.1_3784;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556077.1_3785;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556078.1_3786;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556079.1_3787;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556080.1_3788;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556081.1_3789;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556082.1_3790;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556083.1_3791;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556084.1_3792;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556085.1_3793;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556086.1_3794;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556087.1_3795;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556088.1_3796;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556089.1_3797;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556090.1_3798;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556091.1_3799;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556092.1_3800;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556093.1_3801;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556094.1_3802;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556095.1_3803;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556096.1_3804;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556097.1_3805;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556098.1_3806;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556099.1_3807;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556100.1_3808;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556101.1_3809;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556102.1_3810;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556103.1_3811;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556104.1_3812;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556105.1_3813;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556106.1_3814;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556107.1_3815;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556108.1_3816;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556109.1_3817;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556110.1_3818;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556111.1_3819;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556112.1_3820;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556113.1_3821;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556114.1_3822;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556115.1_3823;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556116.1_3824;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556117.1_3825;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556118.1_3826;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556119.1_3827;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556120.1_3828;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556121.1_3829;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556122.1_3830;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556123.1_3831;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556124.1_3832;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556125.1_3833;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556126.1_3834;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556127.1_3835;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556128.1_3836;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556129.1_3837;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556130.1_3838;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556131.1_3839;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556132.1_3840;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556133.1_3841;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556134.1_3842;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556135.1_3843;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556136.1_3844;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556137.1_3845;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556138.1_3846;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556139.1_3847;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556140.1_3848;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000014.1_cds_KAI3556141.1_3849;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556142.1_3850;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000014.1_cds_KAI3556143.1_3851;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555799.1_3852;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555800.1_3853;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555801.1_3854;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555802.1_3855;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555803.1_3856;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555804.1_3857;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555805.1_3858;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555806.1_3859;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555807.1_3860;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555808.1_3861;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555809.1_3862;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555810.1_3863;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555811.1_3864;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555812.1_3865;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555813.1_3866;RISK;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555814.1_3867;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555815.1_3868;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555816.1_3869;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555817.1_3870;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555818.1_3871;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555819.1_3872;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555820.1_3873;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555821.1_3874;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555822.1_3875;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555823.1_3876;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555824.1_3877;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555825.1_3878;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555826.1_3879;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555827.1_3880;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555828.1_3881;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555829.1_3882;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555830.1_3883;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555831.1_3884;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555832.1_3885;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555833.1_3886;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555834.1_3887;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555835.1_3888;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555836.1_3889;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555837.1_3890;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555838.1_3891;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555839.1_3892;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555840.1_3893;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555841.1_3894;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555842.1_3895;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555843.1_3896;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555844.1_3897;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555845.1_3898;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555846.1_3899;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555847.1_3900;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555848.1_3901;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555849.1_3902;RISK;SAFE;RISK;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555850.1_3903;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555851.1_3904;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555852.1_3905;RISK;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555853.1_3906;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555854.1_3907;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555855.1_3908;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555856.1_3909;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555857.1_3910;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555858.1_3911;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555859.1_3912;SAFE;RISK;RISK;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555860.1_3913;SAFE;RISK;RISK;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555861.1_3914;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555862.1_3915;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555863.1_3916;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555864.1_3917;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555865.1_3918;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555866.1_3919;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555867.1_3920;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555868.1_3921;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555869.1_3922;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555870.1_3923;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555871.1_3924;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555872.1_3925;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555873.1_3926;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555874.1_3927;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555875.1_3928;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555876.1_3929;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555877.1_3930;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555878.1_3931;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555879.1_3932;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555880.1_3933;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555881.1_3934;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000015.1_cds_KAI3555882.1_3935;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555883.1_3936;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000015.1_cds_KAI3555884.1_3937;SAFE;SAFE;SAFE;APPROVED
