================================================================================
RELATORIO DE BIOSSEGURANCA - RNAi
================================================================================
GENE ID                                  | CITRUS     | HUMAN      | BEE       
================================================================================
lcl|SDAQ01000001.1_cds_KAI3559026.1_1    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556722.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556723.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556724.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556725.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556726.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556727.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556728.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556729.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556730.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556731.1_3    | [SAFE]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000011.1_cds_KAI3556732.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556733.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556734.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556735.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556736.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556737.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556738.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556739.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556740.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556741.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556742.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556743.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556744.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556745.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556746.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556747.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556748.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556749.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556750.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556751.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556752.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556753.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556754.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556755.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556756.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556757.1_3    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000011.1_cds_KAI3556758.1_3    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556759.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556760.1_3    | [SAFE]     | [SAFE]     | [RISK]     | 
lcl|SDAQ01000011.1_cds_KAI3556761.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556762.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556763.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556764.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556765.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556766.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556767.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556768.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556769.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556770.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556771.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556772.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000011.1_cds_KAI3556773.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556355.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556356.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556357.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556358.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556359.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556360.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556361.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556362.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556363.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556364.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556365.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556366.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556367.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556368.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556369.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556370.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556371.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556372.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556373.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556374.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556375.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556376.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556377.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556378.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556379.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556380.1_3    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000012.1_cds_KAI3556381.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556382.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556383.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556384.1_3    | [SAFE]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000012.1_cds_KAI3556385.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556386.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556387.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556388.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556389.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556390.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556391.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556392.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556393.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556394.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556395.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556396.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556397.1_3    | [RISK]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556398.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556399.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556400.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556401.1_3    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556402.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556403.1_3    | [SAFE]     | [SAFE]     | [RISK]     | 
lcl|SDAQ01000012.1_cds_KAI3556404.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556405.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556406.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556407.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556408.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556409.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556410.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556411.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556412.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556413.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556414.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556415.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556416.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556417.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556418.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556419.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556420.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556421.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556422.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556423.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556424.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556425.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556426.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556427.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556428.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556429.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556430.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556431.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556432.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556433.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556434.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556435.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556436.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556437.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556438.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556439.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556440.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556441.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556442.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556443.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556444.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556445.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556446.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556447.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556448.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556449.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556450.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556451.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556452.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556453.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556454.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556455.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556456.1_3    | [SAFE]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000012.1_cds_KAI3556457.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556458.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556459.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556460.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556461.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556462.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556463.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556464.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556465.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556466.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556467.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556468.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556469.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556470.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556471.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556472.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556473.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556474.1_3    | [RISK]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556475.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556476.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556477.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556478.1_3    | [SAFE]     | [SAFE]     | [RISK]     | 
lcl|SDAQ01000012.1_cds_KAI3556479.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556480.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556481.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556482.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556483.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556484.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556485.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556486.1_3    | [SAFE]     | [SAFE]     | [RISK]     | 
lcl|SDAQ01000012.1_cds_KAI3556487.1_3    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000012.1_cds_KAI3556488.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556489.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556490.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556491.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556492.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556493.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556494.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556495.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556496.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556497.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556498.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556499.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556500.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556501.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556502.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556503.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556504.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556505.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556506.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556507.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556508.1_3    | [RISK]     | [RISK]     | [RISK]     | 
lcl|SDAQ01000012.1_cds_KAI3556509.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556510.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556511.1_3    | [RISK]     | [SAFE]     | [RISK]     | 
lcl|SDAQ01000012.1_cds_KAI3556512.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556513.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556514.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556515.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556516.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556517.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556518.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556519.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556520.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556521.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556522.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556523.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556524.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556525.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556526.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556527.1_3    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556528.1_3    | [RISK]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556529.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556530.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556531.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556532.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556533.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556534.1_3    | [RISK]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556535.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556536.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556537.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556538.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556539.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556540.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556541.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556542.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556543.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556544.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556545.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556546.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556547.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556548.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556549.1_3    | [SAFE]     | [RISK]     | [SAFE]     | 
lcl|SDAQ01000012.1_cds_KAI3556550.1_3    | [SAFE]     | [SAFE]     | [SAFE]     | 
