CATEGORIA	ID	GC_CONTENT	DESCRICAO
GOLD	lcl|SDAQ01000013.1_cds_KAI3556197.1_3479	58.0	lcl|SDAQ01000013.1_cds_KAI3556197.1_3479 [locus_tag=CABS02_03480] [protein=eukaryotic translation initiation factor 2 subunit gamma] [protein_id=KAI3556197.1] [location=join(176897..177414,177487..178485,178548..178578)] [gbkey=CDS]
GOLD	lcl|SDAQ01000013.1_cds_KAI3556266.1_3548	56.1	lcl|SDAQ01000013.1_cds_KAI3556266.1_3548 [locus_tag=CABS02_03549] [protein=39S ribosomal protein L53/MRP-L53] [protein_id=KAI3556266.1] [location=join(383246..383426,383533..383645)] [gbkey=CDS]
GOLD	lcl|SDAQ01000013.1_cds_KAI3556305.1_3587	51.4	lcl|SDAQ01000013.1_cds_KAI3556305.1_3587 [locus_tag=CABS02_03588] [protein=ubiquitin-conjugating enzyme] [protein_id=KAI3556305.1] [location=complement(join(528303..529181,529243..529411,529465..529476,529536..529632,529689..529710,529766..529860,529914..529947,530028..530060))] [gbkey=CDS]
GOLD	lcl|SDAQ01000015.1_cds_KAI3555828.1_3881	58.5	lcl|SDAQ01000015.1_cds_KAI3555828.1_3881 [locus_tag=CABS02_03882] [protein=tubulin alpha-B chain] [protein_id=KAI3555828.1] [location=join(206397..206421,206576..206616,206755..206781,206845..206920,206993..207523,207597..208020,208079..208307)] [gbkey=CDS]
GOLD	lcl|SDAQ01000015.1_cds_KAI3555900.1_3953	56.3	lcl|SDAQ01000015.1_cds_KAI3555900.1_3953 [locus_tag=CABS02_03954] [protein=DNA-directed RNA polymerases I II III subunit 10] [protein_id=KAI3555900.1] [location=join(531849..531884,531944..532002,532065..532151,532215..532263)] [gbkey=CDS]
GOLD	lcl|SDAQ01000015.1_cds_KAI3555928.1_3981	59.2	lcl|SDAQ01000015.1_cds_KAI3555928.1_3981 [locus_tag=CABS02_03982] [protein=flavocytochrome c] [protein_id=KAI3555928.1] [location=complement(join(651499..653038,653098..653335,653406..653474,653591..653624))] [gbkey=CDS]
GOLD	lcl|SDAQ01000016.1_cds_KAI3555708.1_4083	54.7	lcl|SDAQ01000016.1_cds_KAI3555708.1_4083 [locus_tag=CABS02_04084] [protein=cytochrome P450] [protein_id=KAI3555708.1] [location=complement(join(340133..340168,340227..341475,341552..341702,341761..341926))] [gbkey=CDS]
GOLD	lcl|SDAQ01000016.1_cds_KAI3555713.1_4088	59.9	lcl|SDAQ01000016.1_cds_KAI3555713.1_4088 [locus_tag=CABS02_04089] [protein=cytochrome P450] [protein_id=KAI3555713.1] [location=complement(join(354765..355446,355505..356322,356444..356548))] [gbkey=CDS]
GOLD	lcl|SDAQ01000016.1_cds_KAI3555784.1_4159	59.9	lcl|SDAQ01000016.1_cds_KAI3555784.1_4159 [locus_tag=CABS02_04160] [protein=40S ribosomal protein S28] [protein_id=KAI3555784.1] [location=complement(join(594374..594435,594549..594632,594757..594817))] [gbkey=CDS]
GOLD	lcl|SDAQ01000016.1_cds_KAI3555796.1_4171	52.0	lcl|SDAQ01000016.1_cds_KAI3555796.1_4171 [locus_tag=CABS02_04172] [protein=ubiquitin carboxyl-terminal hydrolase] [protein_id=KAI3555796.1] [location=complement(join(633812..635855,635909..635922,635995..636141,636282..636320))] [gbkey=CDS]
GOLD	lcl|SDAQ01000017.1_cds_KAI3555422.1_4177	55.6	lcl|SDAQ01000017.1_cds_KAI3555422.1_4177 [locus_tag=CABS02_04178] [protein=ribosomal protein L16p/L10e] [protein_id=KAI3555422.1] [location=complement(join(12087..12271,12324..12465,12522..12956))] [gbkey=CDS]
GOLD	lcl|SDAQ01000017.1_cds_KAI3555459.1_4214	53.0	lcl|SDAQ01000017.1_cds_KAI3555459.1_4214 [locus_tag=CABS02_04215] [protein=polymerase] [protein_id=KAI3555459.1] [location=113828..117469] [gbkey=CDS]
GOLD	lcl|SDAQ01000017.1_cds_KAI3555543.1_4298	53.7	lcl|SDAQ01000017.1_cds_KAI3555543.1_4298 [locus_tag=CABS02_04299] [protein=cytochrome P450] [protein_id=KAI3555543.1] [location=join(401811..402348,402417..402485,402539..403147,403219..403646)] [gbkey=CDS]
GOLD	lcl|SDAQ01000018.1_cds_KAI3555312.1_4411	56.4	lcl|SDAQ01000018.1_cds_KAI3555312.1_4411 [locus_tag=CABS02_04412] [protein=proteasome A-type and B-type] [protein_id=KAI3555312.1] [location=join(164290..164333,164386..164405,164495..164545,164595..165191,165241..165359)] [gbkey=CDS]
GOLD	lcl|SDAQ01000018.1_cds_KAI3555320.1_4419	54.5	lcl|SDAQ01000018.1_cds_KAI3555320.1_4419 [locus_tag=CABS02_04420] [protein=cytochrome P450] [protein_id=KAI3555320.1] [location=complement(join(191897..192039,192084..192844,192898..192966,193025..193502,193562..193727))] [gbkey=CDS]
GOLD	lcl|SDAQ01000018.1_cds_KAI3555322.1_4421	57.7	lcl|SDAQ01000018.1_cds_KAI3555322.1_4421 [locus_tag=CABS02_04422] [protein=actin-like protein 3] [protein_id=KAI3555322.1] [location=complement(join(201699..201764,201818..202651,202711..202797,202850..202896,202952..203179,203242..203264,203347..203381))] [gbkey=CDS]
GOLD	lcl|SDAQ01000018.1_cds_KAI3555353.1_4452	51.6	lcl|SDAQ01000018.1_cds_KAI3555353.1_4452 [locus_tag=CABS02_04453] [protein=DNA-directed RNA polymerase III subunit RPC2] [protein_id=KAI3555353.1] [location=complement(join(311477..314696,314751..314986))] [gbkey=CDS]
GOLD	lcl|SDAQ01000019.1_cds_KAI3555076.1_4523	59.5	lcl|SDAQ01000019.1_cds_KAI3555076.1_4523 [locus_tag=CABS02_04524] [protein=40S ribosomal protein S22] [protein_id=KAI3555076.1] [location=complement(join(25006..25265,25512..25644))] [gbkey=CDS]
GOLD	lcl|SDAQ01000019.1_cds_KAI3555092.1_4539	60.0	lcl|SDAQ01000019.1_cds_KAI3555092.1_4539 [locus_tag=CABS02_04540] [protein=60S ribosomal protein L43] [protein_id=KAI3555092.1] [location=complement(join(72216..72279,72338..72468))] [gbkey=CDS]
GOLD	lcl|SDAQ01000019.1_cds_KAI3555126.1_4573	56.1	lcl|SDAQ01000019.1_cds_KAI3555126.1_4573 [locus_tag=CABS02_04574] [protein=BRE1 E3 ubiquitin ligase] [protein_id=KAI3555126.1] [location=join(175951..176139,176448..176591,176643..176700,176748..178354,178403..178576)] [gbkey=CDS]
GOLD	lcl|SDAQ01000019.1_cds_KAI3555182.1_4629	57.5	lcl|SDAQ01000019.1_cds_KAI3555182.1_4629 [locus_tag=CABS02_04630] [protein=ribosomal protein S15] [protein_id=KAI3555182.1] [location=join(359280..359325,359389..360302)] [gbkey=CDS]
GOLD	lcl|SDAQ01000019.1_cds_KAI3555194.1_4641	53.4	lcl|SDAQ01000019.1_cds_KAI3555194.1_4641 [locus_tag=CABS02_04642] [protein=actin] [partial=5'] [protein_id=KAI3555194.1] [location=join(<389264..389508,389564..390131,390191..390421)] [gbkey=CDS]
GOLD	lcl|SDAQ01000019.1_cds_KAI3555254.1_4701	57.4	lcl|SDAQ01000019.1_cds_KAI3555254.1_4701 [locus_tag=CABS02_04702] [protein=37S ribosomal protein S19] [protein_id=KAI3555254.1] [location=complement(join(565167..565200,565256..565435,565512..565522,565591..565623))] [gbkey=CDS]
GOLD	lcl|SDAQ01000020.1_cds_KAI3554918.1_4756	55.9	lcl|SDAQ01000020.1_cds_KAI3554918.1_4756 [locus_tag=CABS02_04757] [protein=cytochrome P450] [protein_id=KAI3554918.1] [location=complement(join(134208..134371,134441..135869))] [gbkey=CDS]
GOLD	lcl|SDAQ01000020.1_cds_KAI3555025.1_4863	54.5	lcl|SDAQ01000020.1_cds_KAI3555025.1_4863 [locus_tag=CABS02_04864] [protein=cytochrome P450] [protein_id=KAI3555025.1] [location=complement(join(450202..450641,450706..451036,451125..451666,451735..451978))] [gbkey=CDS]
GOLD	lcl|SDAQ01000021.1_cds_KAI3554758.1_4932	57.4	lcl|SDAQ01000021.1_cds_KAI3554758.1_4932 [locus_tag=CABS02_04933] [protein=50S ribosomal protein L2] [protein_id=KAI3554758.1] [location=join(98286..99264,99321..99394,99454..99555)] [gbkey=CDS]
GOLD	lcl|SDAQ01000021.1_cds_KAI3554792.1_4966	58.9	lcl|SDAQ01000021.1_cds_KAI3554792.1_4966 [locus_tag=CABS02_04967] [protein=ribosomal protein S17] [protein_id=KAI3554792.1] [location=join(282198..282332,282417..282704)] [gbkey=CDS]
GOLD	lcl|SDAQ01000021.1_cds_KAI3554814.1_4988	52.8	lcl|SDAQ01000021.1_cds_KAI3554814.1_4988 [locus_tag=CABS02_04989] [protein=ubiquitin carboxyl-terminal hydrolase] [protein_id=KAI3554814.1] [location=complement(join(354949..355085,355140..355335,355392..356179,356298..356408,356459..356695,356769..356853))] [gbkey=CDS]
GOLD	lcl|SDAQ01000021.1_cds_KAI3554857.1_5031	59.1	lcl|SDAQ01000021.1_cds_KAI3554857.1_5031 [locus_tag=CABS02_05032] [protein=cytochrome P450] [protein_id=KAI3554857.1] [location=join(513702..515128,515207..515375)] [gbkey=CDS]
GOLD	lcl|SDAQ01000022.1_cds_KAI3554608.1_5088	56.1	lcl|SDAQ01000022.1_cds_KAI3554608.1_5088 [locus_tag=CABS02_05089] [protein=cytochrome P450] [protein_id=KAI3554608.1] [location=complement(join(126947..127118,127189..128426,128500..128730))] [gbkey=CDS]
GOLD	lcl|SDAQ01000022.1_cds_KAI3554617.1_5097	50.1	lcl|SDAQ01000022.1_cds_KAI3554617.1_5097 [locus_tag=CABS02_05098] [protein=benzoate 4-monooxygenase cytochrome P450] [protein_id=KAI3554617.1] [location=complement(join(152326..152685,152757..153941))] [gbkey=CDS]
GOLD	lcl|SDAQ01000022.1_cds_KAI3554674.1_5154	57.2	lcl|SDAQ01000022.1_cds_KAI3554674.1_5154 [locus_tag=CABS02_05155] [protein=cytochrome P450] [protein_id=KAI3554674.1] [location=complement(join(356387..356521,356581..357408,357469..357831,357884..358195))] [gbkey=CDS]
GOLD	lcl|SDAQ01000022.1_cds_KAI3554706.1_5186	55.3	lcl|SDAQ01000022.1_cds_KAI3554706.1_5186 [locus_tag=CABS02_05187] [protein=Zn-finger in ubiquitin-hydrolase] [protein_id=KAI3554706.1] [location=complement(join(455178..456395,456449..457399))] [gbkey=CDS]
GOLD	lcl|SDAQ01000022.1_cds_KAI3554721.1_5201	53.9	lcl|SDAQ01000022.1_cds_KAI3554721.1_5201 [locus_tag=CABS02_05202] [protein=cytochrome P450] [protein_id=KAI3554721.1] [location=join(505332..505755,505811..505993,506057..506537,506578..506873,506932..507033,507100..507284)] [gbkey=CDS]
GOLD	lcl|SDAQ01000023.1_cds_KAI3554418.1_5234	59.6	lcl|SDAQ01000023.1_cds_KAI3554418.1_5234 [locus_tag=CABS02_05235] [protein=ribosomal L5P family protein] [protein_id=KAI3554418.1] [location=complement(join(69940..70233,70300..70382,70441..70585))] [gbkey=CDS]
GOLD	lcl|SDAQ01000023.1_cds_KAI3554469.1_5285	55.0	lcl|SDAQ01000023.1_cds_KAI3554469.1_5285 [locus_tag=CABS02_05286] [protein=cytochrome P450] [protein_id=KAI3554469.1] [location=join(229513..229697,229774..229933,229999..230433,230487..231329)] [gbkey=CDS]
GOLD	lcl|SDAQ01000023.1_cds_KAI3554508.1_5324	51.3	lcl|SDAQ01000023.1_cds_KAI3554508.1_5324 [locus_tag=CABS02_05325] [protein=cytochrome P450] [protein_id=KAI3554508.1] [location=complement(join(363349..363554,363641..364143,364225..364349,364410..364744,364803..364985,365046..365466))] [gbkey=CDS]
GOLD	lcl|SDAQ01000023.1_cds_KAI3554557.1_5373	52.1	lcl|SDAQ01000023.1_cds_KAI3554557.1_5373 [locus_tag=CABS02_05374] [protein=benzoate 4-monooxygenase cytochrome P450] [protein_id=KAI3554557.1] [location=complement(join(513273..513435,513495..513655,513714..513984,514037..514147,514219..514792,514862..514931,515698..515790,515848..516000,516298..516378,516437..516531,516591..516747))] [gbkey=CDS]
GOLD	lcl|SDAQ01000024.1_cds_KAI3554332.1_5462	54.6	lcl|SDAQ01000024.1_cds_KAI3554332.1_5462 [locus_tag=CABS02_05463] [protein=ATP synthase F0] [protein_id=KAI3554332.1] [location=join(285666..285879,285939..286498,286585..286923)] [gbkey=CDS]
GOLD	lcl|SDAQ01000025.1_cds_KAI3554191.1_5605	54.5	lcl|SDAQ01000025.1_cds_KAI3554191.1_5605 [locus_tag=CABS02_05607] [protein=mannan polymerase II complex ANP1 subunit] [protein_id=KAI3554191.1] [location=complement(join(326963..327325,327379..327474,327527..327846,327902..328581,328669..328778))] [gbkey=CDS]
GOLD	lcl|SDAQ01000025.1_cds_KAI3554196.1_5610	56.1	lcl|SDAQ01000025.1_cds_KAI3554196.1_5610 [locus_tag=CABS02_05612] [protein=RNA polymerase Rpb8] [protein_id=KAI3554196.1] [location=join(340539..340885,340947..341052)] [gbkey=CDS]
GOLD	lcl|SDAQ01000025.1_cds_KAI3554201.1_5615	54.7	lcl|SDAQ01000025.1_cds_KAI3554201.1_5615 [locus_tag=CABS02_05617] [protein=E3 ubiquitin-protein ligase CCNB1IP1] [protein_id=KAI3554201.1] [location=complement(join(350031..350329,350384..350761,350823..350944,350998..351237,351295..351371))] [gbkey=CDS]
GOLD	lcl|SDAQ01000025.1_cds_KAI3554222.1_5636	58.6	lcl|SDAQ01000025.1_cds_KAI3554222.1_5636 [locus_tag=CABS02_05638] [protein=cytochrome P450] [protein_id=KAI3554222.1] [location=join(410606..410825,410992..411188,411238..411596,411643..412264,412322..412435)] [gbkey=CDS]
GOLD	lcl|SDAQ01000026.1_cds_KAI3554021.1_5738	58.4	lcl|SDAQ01000026.1_cds_KAI3554021.1_5738 [locus_tag=CABS02_05740] [protein=dynactin p62 family protein] [protein_id=KAI3554021.1] [location=complement(join(232951..234334,234391..234680))] [gbkey=CDS]
GOLD	lcl|SDAQ01000026.1_cds_KAI3554066.1_5783	49.4	lcl|SDAQ01000026.1_cds_KAI3554066.1_5783 [locus_tag=CABS02_05786] [protein=cytochrome P450] [protein_id=KAI3554066.1] [location=complement(join(360384..360569,360668..360805))] [gbkey=CDS]
GOLD	lcl|SDAQ01000026.1_cds_KAI3554090.1_5807	52.1	lcl|SDAQ01000026.1_cds_KAI3554090.1_5807 [locus_tag=CABS02_05810] [protein=cytochrome P450] [protein_id=KAI3554090.1] [location=join(479815..479892,479953..480741,480807..481121,481184..481350,481413..481572)] [gbkey=CDS]
GOLD	lcl|SDAQ01000027.1_cds_KAI3553858.1_5893	58.3	lcl|SDAQ01000027.1_cds_KAI3553858.1_5893 [locus_tag=CABS02_05896] [protein=NADPH-cytochrome P450 reductase] [protein_id=KAI3553858.1] [location=join(178886..180667,180731..181009,181069..181086)] [gbkey=CDS]
GOLD	lcl|SDAQ01000027.1_cds_KAI3553861.1_5896	55.4	lcl|SDAQ01000027.1_cds_KAI3553861.1_5896 [locus_tag=CABS02_05899] [protein=proteasome/cyclosome] [protein_id=KAI3553861.1] [location=join(191230..191350,191403..191473,191531..194008,194064..194090)] [gbkey=CDS]
GOLD	lcl|SDAQ01000027.1_cds_KAI3553895.1_5930	52.2	lcl|SDAQ01000027.1_cds_KAI3553895.1_5930 [locus_tag=CABS02_05933] [protein=cytochrome P450] [protein_id=KAI3553895.1] [location=join(328643..329728,329782..330534)] [gbkey=CDS]
GOLD	lcl|SDAQ01000027.1_cds_KAI3553922.1_5957	51.6	lcl|SDAQ01000027.1_cds_KAI3553922.1_5957 [locus_tag=CABS02_05960] [protein=ubiquinol-cytochrome-c reductase cytochrome c1] [protein_id=KAI3553922.1] [location=complement(415518..415790)] [gbkey=CDS]
GOLD	lcl|SDAQ01000027.1_cds_KAI3553923.1_5958	55.7	lcl|SDAQ01000027.1_cds_KAI3553923.1_5958 [locus_tag=CABS02_05961] [protein=ubiquinol-cytochrome-c reductase cytochrome c1] [protein_id=KAI3553923.1] [location=complement(416242..417486)] [gbkey=CDS]
GOLD	lcl|SDAQ01000028.1_cds_KAI3553658.1_5988	58.3	lcl|SDAQ01000028.1_cds_KAI3553658.1_5988 [locus_tag=CABS02_05991] [protein=cytochrome c] [protein_id=KAI3553658.1] [location=join(23802..23811,24283..24473,24533..24627,24688..24712)] [gbkey=CDS]
GOLD	lcl|SDAQ01000028.1_cds_KAI3553696.1_6026	51.9	lcl|SDAQ01000028.1_cds_KAI3553696.1_6026 [locus_tag=CABS02_06029] [protein=cytochrome b2] [protein_id=KAI3553696.1] [location=complement(join(135317..135480,135545..135753,135819..136271,136306..136873,136936..137086))] [gbkey=CDS]
GOLD	lcl|SDAQ01000028.1_cds_KAI3553700.1_6030	51.7	lcl|SDAQ01000028.1_cds_KAI3553700.1_6030 [locus_tag=CABS02_06033] [protein=cytochrome P450] [protein_id=KAI3553700.1] [location=complement(join(143495..143774,143838..144451,144498..145022,145100..145168))] [gbkey=CDS]
GOLD	lcl|SDAQ01000028.1_cds_KAI3553710.1_6040	51.3	lcl|SDAQ01000028.1_cds_KAI3553710.1_6040 [locus_tag=CABS02_06043] [protein=cytochrome P450] [protein_id=KAI3553710.1] [location=join(174610..174673,174730..174926,174979..175337,175412..175534,175594..176095,176168..176293)] [gbkey=CDS]
GOLD	lcl|SDAQ01000029.1_cds_KAI3553631.1_6228	59.0	lcl|SDAQ01000029.1_cds_KAI3553631.1_6228 [locus_tag=CABS02_06231] [protein=translation initiation factor IF-3] [protein_id=KAI3553631.1] [location=379314..380174] [gbkey=CDS]
GOLD	lcl|SDAQ01000030.1_cds_KAI3553461.1_6330	58.9	lcl|SDAQ01000030.1_cds_KAI3553461.1_6330 [locus_tag=CABS02_06333] [protein=ribosome assembly protein 4] [protein_id=KAI3553461.1] [location=join(240783..241210,241268..242591)] [gbkey=CDS]
GOLD	lcl|SDAQ01000030.1_cds_KAI3553496.1_6365	54.0	lcl|SDAQ01000030.1_cds_KAI3553496.1_6365 [locus_tag=CABS02_06368] [protein=vacuolar ATP synthase 16 kDa proteolipid subunit-like protein] [protein_id=KAI3553496.1] [location=join(335456..335482,335753..335882,335959..336219,336277..336341)] [gbkey=CDS]
GOLD	lcl|SDAQ01000031.1_cds_KAI3553300.1_6438	55.3	lcl|SDAQ01000031.1_cds_KAI3553300.1_6438 [locus_tag=CABS02_06441] [protein=DNA-dependent RNA polymerase] [protein_id=KAI3553300.1] [location=130681..134844] [gbkey=CDS]
GOLD	lcl|SDAQ01000032.1_cds_KAI3553187.1_6539	57.5	lcl|SDAQ01000032.1_cds_KAI3553187.1_6539 [locus_tag=CABS02_06542] [protein=ubiquitin-conjugating enzyme] [protein_id=KAI3553187.1] [location=complement(join(68192..68328,68388..68523))] [gbkey=CDS]
GOLD	lcl|SDAQ01000032.1_cds_KAI3553189.1_6541	55.3	lcl|SDAQ01000032.1_cds_KAI3553189.1_6541 [locus_tag=CABS02_06544] [protein=ubiquitin-like autophagy protein Apg12] [protein_id=KAI3553189.1] [location=complement(join(72249..72311,72372..72758))] [gbkey=CDS]
GOLD	lcl|SDAQ01000033.1_cds_KAI3553090.1_6647	55.7	lcl|SDAQ01000033.1_cds_KAI3553090.1_6647 [locus_tag=CABS02_06650] [protein=cytochrome P450] [protein_id=KAI3553090.1] [location=join(112716..112769,112880..113671,113731..114045,114107..114273,114351..114510)] [gbkey=CDS]
GOLD	lcl|SDAQ01000033.1_cds_KAI3553125.1_6682	57.3	lcl|SDAQ01000033.1_cds_KAI3553125.1_6682 [locus_tag=CABS02_06685] [protein=ubiquitin-conjugating enzyme] [protein_id=KAI3553125.1] [location=join(256456..256485,256542..256621,256676..257366)] [gbkey=CDS]
GOLD	lcl|SDAQ01000033.1_cds_KAI3553146.1_6703	52.4	lcl|SDAQ01000033.1_cds_KAI3553146.1_6703 [locus_tag=CABS02_06706] [protein=cytochrome c oxidase subunit 1] [protein_id=KAI3553146.1] [location=complement(join(320937..322156,322226..322324,322377..322443))] [gbkey=CDS]
GOLD	lcl|SDAQ01000033.1_cds_KAI3553162.1_6719	55.0	lcl|SDAQ01000033.1_cds_KAI3553162.1_6719 [locus_tag=CABS02_06722] [protein=carbohydrate-binding cytochrome b562] [protein_id=KAI3553162.1] [location=complement(join(373700..374217,374274..374374,374441..375559,375612..375876,375930..375978))] [gbkey=CDS]
GOLD	lcl|SDAQ01000033.1_cds_KAI3553165.1_6722	53.6	lcl|SDAQ01000033.1_cds_KAI3553165.1_6722 [locus_tag=CABS02_06725] [protein=actin] [protein_id=KAI3553165.1] [location=join(386886..387321,387379..388289)] [gbkey=CDS]
GOLD	lcl|SDAQ01000034.1_cds_KAI3552989.1_6764	56.1	lcl|SDAQ01000034.1_cds_KAI3552989.1_6764 [locus_tag=CABS02_06767] [protein=cytochrome P450] [protein_id=KAI3552989.1] [location=complement(join(155928..156090,156172..156937,157024..157537,157591..157686))] [gbkey=CDS]
GOLD	lcl|SDAQ01000035.1_cds_KAI3552943.1_6945	54.7	lcl|SDAQ01000035.1_cds_KAI3552943.1_6945 [locus_tag=CABS02_06948] [protein=cytochrome P450] [protein_id=KAI3552943.1] [location=join(338410..338737,338793..338828,338886..340135)] [gbkey=CDS]
GOLD	lcl|SDAQ01000036.1_cds_KAI3552772.1_6986	60.0	lcl|SDAQ01000036.1_cds_KAI3552772.1_6986 [locus_tag=CABS02_06989] [protein=cytochrome P450] [protein_id=KAI3552772.1] [location=complement(147196..148770)] [gbkey=CDS]
GOLD	lcl|SDAQ01000036.1_cds_KAI3552805.1_7019	57.8	lcl|SDAQ01000036.1_cds_KAI3552805.1_7019 [locus_tag=CABS02_07022] [protein=RadP cytochrome P450 epoxidase] [protein_id=KAI3552805.1] [location=complement(join(280311..280494,280591..280763,280883..281865,281957..282152,282210..282266))] [gbkey=CDS]
GOLD	lcl|SDAQ01000037.1_cds_KAI3552188.1_7086	52.8	lcl|SDAQ01000037.1_cds_KAI3552188.1_7086 [locus_tag=CABS02_07089] [protein=cytochrome P450] [protein_id=KAI3552188.1] [location=complement(join(135345..135753,135810..135891,135957..136688,136750..137158))] [gbkey=CDS]
GOLD	lcl|SDAQ01000037.1_cds_KAI3552204.1_7102	54.5	lcl|SDAQ01000037.1_cds_KAI3552204.1_7102 [locus_tag=CABS02_07105] [protein=40S ribosomal protein S22] [protein_id=KAI3552204.1] [location=join(180363..180418,180489..180678)] [gbkey=CDS]
GOLD	lcl|SDAQ01000037.1_cds_KAI3552247.1_7145	55.3	lcl|SDAQ01000037.1_cds_KAI3552247.1_7145 [locus_tag=CABS02_07148] [protein=cytochrome P450] [protein_id=KAI3552247.1] [location=complement(join(348597..348710,348783..349463,349525..350634,350655..350957))] [gbkey=CDS]
GOLD	lcl|SDAQ01000038.1_cds_KAI3551712.1_7155	59.7	lcl|SDAQ01000038.1_cds_KAI3551712.1_7155 [locus_tag=CABS02_07158] [protein=actin] [protein_id=KAI3551712.1] [location=join(13503..13686,13750..14070,14124..15847,15917..15949)] [gbkey=CDS]
GOLD	lcl|SDAQ01000038.1_cds_KAI3551717.1_7160	54.3	lcl|SDAQ01000038.1_cds_KAI3551717.1_7160 [locus_tag=CABS02_07163] [protein=ATP synthase regulation protein NCA2] [protein_id=KAI3551717.1] [location=29902..31923] [gbkey=CDS]
GOLD	lcl|SDAQ01000038.1_cds_KAI3551729.1_7172	57.4	lcl|SDAQ01000038.1_cds_KAI3551729.1_7172 [locus_tag=CABS02_07175] [protein=eukaryotic translation initiation factor 2 alpha subunit] [protein_id=KAI3551729.1] [location=join(75902..75988,76114..76484,76548..77025)] [gbkey=CDS]
GOLD	lcl|SDAQ01000038.1_cds_KAI3551769.1_7212	56.1	lcl|SDAQ01000038.1_cds_KAI3551769.1_7212 [locus_tag=CABS02_07215] [protein=ubiquitin-conjugating enzyme E2 2] [protein_id=KAI3551769.1] [location=complement(join(231990..232113,232195..232439,232495..232548,232607..232648))] [gbkey=CDS]
GOLD	lcl|SDAQ01000038.1_cds_KAI3551801.1_7244	53.1	lcl|SDAQ01000038.1_cds_KAI3551801.1_7244 [locus_tag=CABS02_07247] [protein=cytochrome P450] [protein_id=KAI3551801.1] [location=complement(join(317570..317651,317714..318007,318092..318172,318238..318404,318459..318602,318654..318769,318834..318982,319036..319224,319293..319452,319489..319696))] [gbkey=CDS]
GOLD	lcl|SDAQ01000038.1_cds_KAI3551805.1_7248	59.3	lcl|SDAQ01000038.1_cds_KAI3551805.1_7248 [locus_tag=CABS02_07251] [protein=ubiquitin-conjugating enzyme] [protein_id=KAI3551805.1] [location=complement(join(325800..325928,326002..326888,326978..327072,327160..327221))] [gbkey=CDS]
GOLD	lcl|SDAQ01000039.1_cds_KAI3551408.1_7292	51.0	lcl|SDAQ01000039.1_cds_KAI3551408.1_7292 [locus_tag=CABS02_07295] [protein=cytochrome P450] [protein_id=KAI3551408.1] [location=join(111029..111072,111470..112267,112327..112463,112525..112790,113355..113553,114451..114737,114968..115258)] [gbkey=CDS]
GOLD	lcl|SDAQ01000040.1_cds_KAI3551081.1_7421	59.7	lcl|SDAQ01000040.1_cds_KAI3551081.1_7421 [locus_tag=CABS02_07424] [protein=ubiquitin carboxyl-terminal hydrolase] [protein_id=KAI3551081.1] [location=complement(166012..168102)] [gbkey=CDS]
GOLD	lcl|SDAQ01000042.1_cds_KAI3550443.1_7661	50.7	lcl|SDAQ01000042.1_cds_KAI3550443.1_7661 [locus_tag=CABS02_07664] [protein=cytochrome P450] [protein_id=KAI3550443.1] [location=complement(join(258942..259116,259184..259350,259442..259552,259628..259948,260008..260802))] [gbkey=CDS]
GOLD	lcl|SDAQ01000043.1_cds_KAI3550058.1_7743	51.0	lcl|SDAQ01000043.1_cds_KAI3550058.1_7743 [locus_tag=CABS02_07746] [protein=benzoate 4-monooxygenase cytochrome P450] [protein_id=KAI3550058.1] [location=complement(143213..143806)] [gbkey=CDS]
GOLD	lcl|SDAQ01000044.1_cds_KAI3549783.1_7883	58.5	lcl|SDAQ01000044.1_cds_KAI3549783.1_7883 [locus_tag=CABS02_07886] [protein=RNA polymerase II Mediator complex subunit Sin4] [protein_id=KAI3549783.1] [location=complement(join(273978..275287,275336..275449,275506..275625,275680..275899,275950..276386,276446..276686,276735..277089,277146..277315))] [gbkey=CDS]
GOLD	lcl|SDAQ01000044.1_cds_KAI3549786.1_7886	55.1	lcl|SDAQ01000044.1_cds_KAI3549786.1_7886 [locus_tag=CABS02_07889] [protein=translation initiation factor RLI1] [protein_id=KAI3549786.1] [location=join(291683..292142,292202..293532,293592..293624)] [gbkey=CDS]
GOLD	lcl|SDAQ01000047.1_cds_KAI3548887.1_8087	58.0	lcl|SDAQ01000047.1_cds_KAI3548887.1_8087 [locus_tag=CABS02_08090] [protein=cytochrome P450] [protein_id=KAI3548887.1] [location=join(27443..28134,28200..28687,28764..28980,29084..29285)] [gbkey=CDS]
GOLD	lcl|SDAQ01000047.1_cds_KAI3548891.1_8091	56.5	lcl|SDAQ01000047.1_cds_KAI3548891.1_8091 [locus_tag=CABS02_08094] [protein=cytochrome P450] [protein_id=KAI3548891.1] [location=complement(join(37879..38198,38264..38382,38442..39199,39256..39624))] [gbkey=CDS]
GOLD	lcl|SDAQ01000048.1_cds_KAI3548676.1_8203	52.3	lcl|SDAQ01000048.1_cds_KAI3548676.1_8203 [locus_tag=CABS02_08206] [protein=ATP synthase F1] [protein_id=KAI3548676.1] [location=join(228313..228502,228578..229111,229175..229392,229429..230937)] [gbkey=CDS]
GOLD	lcl|SDAQ01000049.1_cds_KAI3548444.1_8275	56.5	lcl|SDAQ01000049.1_cds_KAI3548444.1_8275 [locus_tag=CABS02_08278] [protein=QDE-2-interacting protein] [protein_id=KAI3548444.1] [location=join(211393..211800,211856..211902,211955..212683,212737..213160)] [gbkey=CDS]
